year_month,variable,value
2019-06,powerlifting,76
2019-07,powerlifting,70
2019-08,powerlifting,73
2019-09,powerlifting,64
2019-10,powerlifting,73
2019-11,powerlifting,72
2019-12,powerlifting,76
2020-01,powerlifting,87
2019-03,practical jokes,29
2019-04,practical jokes,45
2019-05,practical jokes,32
2019-06,practical jokes,52
2019-07,practical jokes,15
2019-08,practical jokes,32
2019-09,practical jokes,24
2019-10,practical jokes,32
2019-11,practical jokes,33
2019-12,practical jokes,30
2020-01,practical jokes,15
2019-03,pressed flowers,49
2019-04,pressed flowers,51
2019-05,pressed flowers,77
2019-06,pressed flowers,67
2019-07,pressed flowers,42
2019-08,pressed flowers,63
2019-09,pressed flowers,61
2019-10,pressed flowers,48
2019-11,pressed flowers,63
2019-12,pressed flowers,55
2020-01,pressed flowers,68
2019-03,public speaking,75
2019-04,public speaking,64
2019-05,public speaking,62
2019-06,public speaking,58
2019-07,public speaking,51
2019-08,public speaking,77
2019-09,public speaking,89
2019-10,public speaking,77
2019-11,public speaking,62
2019-12,public speaking,55
2020-01,public speaking,92
2019-03,puppetry,54
2019-04,puppetry,46
2019-05,puppetry,48
2019-06,puppetry,52
2019-07,puppetry,63
2019-08,puppetry,54
2019-09,puppetry,37
2019-10,puppetry,41
2019-11,puppetry,50
2019-12,puppetry,32
2020-01,puppetry,39
2019-03,puzzles,73
2019-04,puzzles,72
2019-05,puzzles,76
2019-06,puzzles,69
2019-07,puzzles,66
2019-08,puzzles,67
2019-09,puzzles,68
2019-10,puzzles,73
2019-11,puzzles,82
2019-12,puzzles,95
2020-01,puzzles,84
2019-03,pyrography,40
2019-04,pyrography,40
2019-05,pyrography,40
2019-06,pyrography,38
2019-07,pyrography,30
2019-08,pyrography,49
2019-09,pyrography,42
2019-10,pyrography,38
2019-11,pyrography,80
2019-12,pyrography,100
2020-01,pyrography,70
2019-03,qigong,73
2019-04,qigong,65
2019-05,qigong,72
2019-06,qigong,66
2019-07,qigong,59
2019-08,qigong,73
2019-09,qigong,61
2019-10,qigong,56
2019-11,qigong,63
2019-12,qigong,53
2020-01,qigong,68
2019-03,quidditch,55
2019-04,quidditch,59
2019-05,quidditch,46
2019-06,quidditch,47
2019-07,quidditch,63
2019-08,quidditch,54
2019-09,quidditch,87
2019-10,quidditch,70
2019-11,quidditch,58
2019-12,quidditch,53
2020-01,quidditch,55
2019-03,quilling,50
2019-04,quilling,50
2019-05,quilling,52
2019-06,quilling,50
2019-07,quilling,39
2019-08,quilling,41
2019-09,quilling,34
2019-10,quilling,50
2019-11,quilling,64
2019-12,quilling,56
2020-01,quilling,72
2019-03,quilting,78
2019-04,quilting,63
2019-05,quilting,58
2019-06,quilting,62
2019-07,quilting,64
2019-08,quilting,57
2019-09,quilting,64
2019-10,quilting,67
2019-11,quilting,69
2019-12,quilting,62
2020-01,quilting,69
2019-03,quizzes,81
2019-04,quizzes,85
2019-05,quizzes,92
2019-06,quizzes,54
2019-07,quizzes,46
2019-08,quizzes,61
2019-09,quizzes,86
2019-10,quizzes,87
2019-11,quizzes,80
2019-12,quizzes,77
2020-01,quizzes,80
2019-03,race walking,8
2019-04,race walking,6
2019-05,race walking,6
2019-06,race walking,5
2019-07,race walking,6
2019-08,race walking,6
2019-09,race walking,8
2019-10,race walking,5
2019-11,race walking,7
2019-12,race walking,4
2020-01,race walking,7
2019-03,racquetball,54
2019-04,racquetball,54
2019-05,racquetball,41
2019-06,racquetball,47
2019-07,racquetball,43
2019-08,racquetball,46
2019-09,racquetball,45
2019-10,racquetball,47
2019-11,racquetball,45
2019-12,racquetball,47
2020-01,racquetball,59
2019-03,rafting,21
2019-04,rafting,29
2019-05,rafting,42
2019-06,rafting,74
2019-07,rafting,89
2019-08,rafting,59
2019-09,rafting,24
2019-10,rafting,12
2019-11,rafting,9
2019-12,rafting,12
2020-01,rafting,15
2019-03,rappelling,45
2019-04,rappelling,62
2019-05,rappelling,33
2019-06,rappelling,53
2019-07,rappelling,54
2019-08,rappelling,42
2019-09,rappelling,53
2019-10,rappelling,41
2019-11,rappelling,43
2019-12,rappelling,25
2020-01,rappelling,39
2019-03,rapping,67
2019-04,rapping,54
2019-05,rapping,59
2019-06,rapping,60
2019-07,rapping,46
2019-08,rapping,57
2019-09,rapping,61
2019-10,rapping,61
2019-11,rapping,53
2019-12,rapping,69
2020-01,rapping,58
2019-03,reading,81
2019-04,reading,77
2019-05,reading,75
2019-06,reading,64
2019-07,reading,59
2019-08,reading,69
2019-09,reading,85
2019-10,reading,79
2019-11,reading,72
2019-12,reading,63
2020-01,reading,75
2019-03,refinishing,79
2019-04,refinishing,77
2019-05,refinishing,71
2019-06,refinishing,76
2019-07,refinishing,82
2019-08,refinishing,76
2019-09,refinishing,73
2019-10,refinishing,60
2019-11,refinishing,61
2019-12,refinishing,58
2020-01,refinishing,76
2019-03,reiki,93
2019-04,reiki,92
2019-05,reiki,88
2019-06,reiki,96
2019-07,reiki,99
2019-08,reiki,94
2019-09,reiki,100
2019-10,reiki,99
2019-11,reiki,94
2019-12,reiki,87
2020-01,reiki,100
2019-03,renaissance fair,27
2019-04,renaissance fair,37
2019-05,renaissance fair,44
2019-06,renaissance fair,31
2019-07,renaissance fair,48
2019-08,renaissance fair,93
2019-09,renaissance fair,100
2019-10,renaissance fair,55
2019-11,renaissance fair,21
2019-12,renaissance fair,10
2020-01,renaissance fair,12
2019-03,renovating,48
2019-04,renovating,64
2019-05,renovating,68
2019-06,renovating,51
2019-07,renovating,73
2019-08,renovating,65
2019-09,renovating,49
2019-10,renovating,42
2019-11,renovating,56
2019-12,renovating,36
2020-01,renovating,60
2019-03,road biking,27
2019-04,road biking,37
2019-05,road biking,43
2019-06,road biking,58
2019-07,road biking,60
2019-08,road biking,46
2019-09,road biking,46
2019-10,road biking,28
2019-11,road biking,25
2019-12,road biking,21
2020-01,road biking,32
2019-03,robot combat,31
2019-04,robot combat,5
2019-05,robot combat,21
2019-06,robot combat,11
2019-07,robot combat,37
2019-08,robot combat,41
2019-09,robot combat,40
2019-10,robot combat,38
2019-11,robot combat,44
2019-12,robot combat,87
2020-01,robot combat,41
2019-03,rock climbing,100
2019-04,rock climbing,82
2019-05,rock climbing,77
2019-06,rock climbing,78
2019-07,rock climbing,79
2019-08,rock climbing,73
2019-09,rock climbing,69
2019-10,rock climbing,62
2019-11,rock climbing,68
2019-12,rock climbing,73
2020-01,rock climbing,74
2019-03,rock painting,27
2019-04,rock painting,35
2019-05,rock painting,34
2019-06,rock painting,42
2019-07,rock painting,48
2019-08,rock painting,43
2019-09,rock painting,38
2019-10,rock painting,32
2019-11,rock painting,23
2019-12,rock painting,27
2020-01,rock painting,28
2019-03,roller derby,66
2019-04,roller derby,59
2019-05,roller derby,53
2019-06,roller derby,51
2019-07,roller derby,48
2019-08,roller derby,45
2019-09,roller derby,46
2019-10,roller derby,40
2019-11,roller derby,47
2019-12,roller derby,37
2020-01,roller derby,50
2019-03,roller skating,95
2019-04,roller skating,70
2019-05,roller skating,58
2019-06,roller skating,72
2019-07,roller skating,72
2019-08,roller skating,71
2019-09,roller skating,60
2019-10,roller skating,53
2019-11,roller skating,73
2019-12,roller skating,85
2020-01,roller skating,100
2019-03,rowing,60
2019-04,rowing,56
2019-05,rowing,58
2019-06,rowing,52
2019-07,rowing,45
2019-08,rowing,44
2019-09,rowing,44
2019-10,rowing,48
2019-11,rowing,46
2019-12,rowing,42
2020-01,rowing,67
2019-03,rubiks cube,51
2019-04,rubiks cube,46
2019-05,rubiks cube,61
2019-06,rubiks cube,56
2019-07,rubiks cube,58
2019-08,rubiks cube,36
2019-09,rubiks cube,50
2019-10,rubiks cube,55
2019-11,rubiks cube,53
2019-12,rubiks cube,92
2020-01,rubiks cube,59
2019-03,rugby,35
2019-04,rugby,26
2019-05,rugby,23
2019-06,rugby,23
2019-07,rugby,39
2019-08,rugby,27
2019-09,rugby,70
2019-10,rugby,84
2019-11,rugby,41
2019-12,rugby,21
2020-01,rugby,23
2019-03,rugby league football,50
2019-04,rugby league football,26
2019-05,rugby league football,34
2019-06,rugby league football,27
2019-07,rugby league football,9
2019-08,rugby league football,25
2019-09,rugby league football,16
2019-10,rugby league football,47
2019-11,rugby league football,48
2019-12,rugby league football,16
2020-01,rugby league football,7
2019-03,running,78
2019-04,running,77
2019-05,running,74
2019-06,running,76
2019-07,running,74
2019-08,running,83
2019-09,running,82
2019-10,running,77
2019-11,running,77
2019-12,running,71
2020-01,running,74
2019-03,safari,66
2019-04,safari,68
2019-05,safari,68
2019-06,safari,74
2019-07,safari,78
2019-08,safari,75
2019-09,safari,66
2019-10,safari,65
2019-11,safari,58
2019-12,safari,59
2020-01,safari,66
2019-03,sailing,59
2019-04,sailing,60
2019-05,sailing,71
2019-06,sailing,79
2019-07,sailing,77
2019-08,sailing,76
2019-09,sailing,68
2019-10,sailing,54
2019-11,sailing,46
2019-12,sailing,48
2020-01,sailing,55
2019-03,sand art,45
2019-04,sand art,42
2019-05,sand art,45
2019-06,sand art,40
2019-07,sand art,35
2019-08,sand art,28
2019-09,sand art,34
2019-10,sand art,32
2019-11,sand art,46
2019-12,sand art,46
2020-01,sand art,39
2019-03,scouting,46
2019-04,scouting,47
2019-05,scouting,34
2019-06,scouting,37
2019-07,scouting,31
2019-08,scouting,29
2019-09,scouting,30
2019-10,scouting,30
2019-11,scouting,28
2019-12,scouting,26
2020-01,scouting,34
2019-03,scrapbooking,33
2019-04,scrapbooking,30
2019-05,scrapbooking,25
2019-06,scrapbooking,27
2019-07,scrapbooking,33
2019-08,scrapbooking,28
2019-09,scrapbooking,33
2019-10,scrapbooking,29
2019-11,scrapbooking,27
2019-12,scrapbooking,30
2020-01,scrapbooking,35
2019-03,scuba diving,79
2019-04,scuba diving,73
2019-05,scuba diving,71
2019-06,scuba diving,84
2019-07,scuba diving,85
2019-08,scuba diving,83
2019-09,scuba diving,69
2019-10,scuba diving,53
2019-11,scuba diving,56
2019-12,scuba diving,59
2020-01,scuba diving,62
2019-03,sculpting,74
2019-04,sculpting,70
2019-05,sculpting,67
2019-06,sculpting,67
2019-07,sculpting,73
2019-08,sculpting,56
2019-09,sculpting,57
2019-10,sculpting,52
2019-11,sculpting,49
2019-12,sculpting,49
2020-01,sculpting,66
2019-03,sewing,78
2019-04,sewing,75
2019-05,sewing,75
2019-06,sewing,77
2019-07,sewing,76
2019-08,sewing,79
2019-09,sewing,79
2019-10,sewing,81
2019-11,sewing,86
2019-12,sewing,81
2020-01,sewing,84
2019-03,shoemaking,17
2019-04,shoemaking,23
2019-05,shoemaking,23
2019-06,shoemaking,60
2019-07,shoemaking,6
2019-08,shoemaking,22
2019-09,shoemaking,16
2019-10,shoemaking,21
2019-11,shoemaking,27
2019-12,shoemaking,37
2020-01,shoemaking,60
2019-03,shogi,55
2019-04,shogi,52
2019-05,shogi,65
2019-06,shogi,80
2019-07,shogi,57
2019-08,shogi,67
2019-09,shogi,44
2019-10,shogi,63
2019-11,shogi,64
2019-12,shogi,77
2020-01,shogi,64
2019-03,shooting,31
2019-04,shooting,25
2019-05,shooting,31
2019-06,shooting,31
2019-07,shooting,25
2019-08,shooting,67
2019-09,shooting,27
2019-10,shooting,26
2019-11,shooting,31
2019-12,shooting,34
2020-01,shooting,23
2019-03,shooting sport,24
2019-04,shooting sport,20
2019-05,shooting sport,11
2019-06,shooting sport,24
2019-07,shooting sport,18
2019-08,shooting sport,19
2019-09,shooting sport,20
2019-10,shooting sport,15
2019-11,shooting sport,18
2019-12,shooting sport,31
2020-01,shooting sport,24
2019-03,shopping,78
2019-04,shopping,73
2019-05,shopping,77
2019-06,shopping,81
2019-07,shopping,87
2019-08,shopping,84
2019-09,shopping,78
2019-10,shopping,75
2019-11,shopping,88
2019-12,shopping,89
2020-01,shopping,70
2019-03,shuffleboard,75
2019-04,shuffleboard,60
2019-05,shuffleboard,49
2019-06,shuffleboard,66
2019-07,shuffleboard,60
2019-08,shuffleboard,59
2019-09,shuffleboard,47
2019-10,shuffleboard,48
2019-11,shuffleboard,72
2019-12,shuffleboard,72
2020-01,shuffleboard,66
2019-03,singing,73
2019-04,singing,70
2019-05,singing,71
2019-06,singing,68
2019-07,singing,73
2019-08,singing,67
2019-09,singing,68
2019-10,singing,71
2019-11,singing,77
2019-12,singing,84
2020-01,singing,70
2019-03,skateboarding,61
2019-04,skateboarding,63
2019-05,skateboarding,61
2019-06,skateboarding,64
2019-07,skateboarding,63
2019-08,skateboarding,67
2019-09,skateboarding,66
2019-10,skateboarding,63
2019-11,skateboarding,57
2019-12,skateboarding,59
2020-01,skateboarding,58
2019-03,sketching,69
2019-04,sketching,54
2019-05,sketching,57
2019-06,sketching,53
2019-07,sketching,43
2019-08,sketching,44
2019-09,sketching,70
2019-10,sketching,74
2019-11,sketching,68
2019-12,sketching,68
2020-01,sketching,71
2019-03,skiing,29
2019-04,skiing,13
2019-05,skiing,10
2019-06,skiing,10
2019-07,skiing,12
2019-08,skiing,12
2019-09,skiing,13
2019-10,skiing,16
2019-11,skiing,26
2019-12,skiing,47
2020-01,skiing,50
2019-03,skimboarding,17
2019-04,skimboarding,20
2019-05,skimboarding,22
2019-06,skimboarding,33
2019-07,skimboarding,51
2019-08,skimboarding,36
2019-09,skimboarding,17
2019-10,skimboarding,13
2019-11,skimboarding,6
2019-12,skimboarding,16
2020-01,skimboarding,12
2019-03,skipping rope,22
2019-04,skipping rope,51
2019-05,skipping rope,54
2019-06,skipping rope,52
2019-07,skipping rope,41
2019-08,skipping rope,22
2019-09,skipping rope,38
2019-10,skipping rope,33
2019-11,skipping rope,47
2019-12,skipping rope,58
2020-01,skipping rope,47
2019-03,skydiving,71
2019-04,skydiving,63
2019-05,skydiving,68
2019-06,skydiving,88
2019-07,skydiving,83
2019-08,skydiving,70
2019-09,skydiving,57
2019-10,skydiving,43
2019-11,skydiving,46
2019-12,skydiving,48
2020-01,skydiving,48
2019-03,slacklining,33
2019-04,slacklining,41
2019-05,slacklining,20
2019-06,slacklining,28
2019-07,slacklining,48
2019-08,slacklining,23
2019-09,slacklining,19
2019-10,slacklining,28
2019-11,slacklining,9
2019-12,slacklining,6
2020-01,slacklining,18
2019-03,sledding,26
2019-04,sledding,8
2019-05,sledding,6
2019-06,sledding,6
2019-07,sledding,5
2019-08,sledding,7
2019-09,sledding,8
2019-10,sledding,14
2019-11,sledding,32
2019-12,sledding,72
2020-01,sledding,63
2019-03,slot car,40
2019-04,slot car,34
2019-05,slot car,29
2019-06,slot car,31
2019-07,slot car,31
2019-08,slot car,33
2019-09,slot car,36
2019-10,slot car,32
2019-11,slot car,51
2019-12,slot car,82
2020-01,slot car,53
2019-03,slot car racing,31
2019-04,slot car racing,36
2019-05,slot car racing,32
2019-06,slot car racing,26
2019-07,slot car racing,27
2019-08,slot car racing,14
2019-09,slot car racing,25
2019-10,slot car racing,27
2019-11,slot car racing,57
2019-12,slot car racing,68
2020-01,slot car racing,41
2019-03,snorkeling,79
2019-04,snorkeling,67
2019-05,snorkeling,73
2019-06,snorkeling,91
2019-07,snorkeling,89
2019-08,snorkeling,70
2019-09,snorkeling,52
2019-10,snorkeling,49
2019-11,snorkeling,47
2019-12,snorkeling,56
2020-01,snorkeling,64
2019-03,snowboarding,15
2019-04,snowboarding,7
2019-05,snowboarding,5
2019-06,snowboarding,4
2019-07,snowboarding,5
2019-08,snowboarding,5
2019-09,snowboarding,8
2019-10,snowboarding,10
2019-11,snowboarding,20
2019-12,snowboarding,35
2020-01,snowboarding,33
2019-03,snowmobiling,41
2019-04,snowmobiling,8
2019-05,snowmobiling,7
2019-06,snowmobiling,7
2019-07,snowmobiling,6
2019-08,snowmobiling,10
2019-09,snowmobiling,15
2019-10,snowmobiling,24
2019-11,snowmobiling,39
2019-12,snowmobiling,71
2020-01,snowmobiling,79
2019-03,snowshoeing,43
2019-04,snowshoeing,11
2019-05,snowshoeing,1
2019-06,snowshoeing,2
2019-07,snowshoeing,2
2019-08,snowshoeing,3
2019-09,snowshoeing,6
2019-10,snowshoeing,10
2019-11,snowshoeing,24
2019-12,snowshoeing,74
2020-01,snowshoeing,81
2019-03,soapmaking,57
2019-04,soapmaking,30
2019-05,soapmaking,35
2019-06,soapmaking,12
2019-07,soapmaking,30
2019-08,soapmaking,41
2019-09,soapmaking,67
2019-10,soapmaking,27
2019-11,soapmaking,28
2019-12,soapmaking,22
2020-01,soapmaking,62
2019-03,soccer,28
2019-04,soccer,27
2019-05,soccer,28
2019-06,soccer,58
2019-07,soccer,52
2019-08,soccer,30
2019-09,soccer,37
2019-10,soccer,34
2019-11,soccer,30
2019-12,soccer,20
2020-01,soccer,20
2019-03,social media,94
2019-04,social media,100
2019-05,social media,86
2019-06,social media,78
2019-07,social media,75
2019-08,social media,73
2019-09,social media,85
2019-10,social media,90
2019-11,social media,86
2019-12,social media,76
2020-01,social media,87
2019-03,softball,56
2019-04,softball,63
2019-05,softball,100
2019-06,softball,66
2019-07,softball,35
2019-08,softball,27
2019-09,softball,24
2019-10,softball,22
2019-11,softball,16
2019-12,softball,12
2020-01,softball,20
2019-03,sourdough,87
2019-04,sourdough,70
2019-05,sourdough,71
2019-06,sourdough,70
2019-07,sourdough,68
2019-08,sourdough,73
2019-09,sourdough,69
2019-10,sourdough,71
2019-11,sourdough,87
2019-12,sourdough,90
2020-01,sourdough,100
2019-03,speed skating,2
2019-04,speed skating,1
2019-05,speed skating,1
2019-06,speed skating,1
2019-07,speed skating,1
2019-08,speed skating,1
2019-09,speed skating,1
2019-10,speed skating,2
2019-11,speed skating,3
2019-12,speed skating,2
2020-01,speed skating,2
2019-03,spreadsheets,63
2019-04,spreadsheets,58
2019-05,spreadsheets,54
2019-06,spreadsheets,57
2019-07,spreadsheets,44
2019-08,spreadsheets,52
2019-09,spreadsheets,61
2019-10,spreadsheets,63
2019-11,spreadsheets,63
2019-12,spreadsheets,48
2020-01,spreadsheets,54
2019-03,squash,41
2019-04,squash,38
2019-05,squash,36
2019-06,squash,43
2019-07,squash,48
2019-08,squash,48
2019-09,squash,58
2019-10,squash,87
2019-11,squash,88
2019-12,squash,48
2020-01,squash,55
2019-03,stamp collecting,63
2019-04,stamp collecting,54
2019-05,stamp collecting,50
2019-06,stamp collecting,73
2019-07,stamp collecting,46
2019-08,stamp collecting,82
2019-09,stamp collecting,51
2019-10,stamp collecting,48
2019-11,stamp collecting,70
2019-12,stamp collecting,35
2020-01,stamp collecting,54
2019-03,stand-up comedy,60
2019-04,stand-up comedy,70
2019-05,stand-up comedy,57
2019-06,stand-up comedy,64
2019-07,stand-up comedy,54
2019-08,stand-up comedy,65
2019-09,stand-up comedy,100
2019-10,stand-up comedy,63
2019-11,stand-up comedy,31
2019-12,stand-up comedy,42
2020-01,stand-up comedy,72
2019-03,stone skipping,22
2019-04,stone skipping,25
2019-05,stone skipping,22
2019-06,stone skipping,13
2019-07,stone skipping,43
2019-08,stone skipping,34
2019-09,stone skipping,30
2019-10,stone skipping,18
2019-11,stone skipping,21
2019-12,stone skipping,23
2020-01,stone skipping,21
2019-03,storm chasing,25
2019-04,storm chasing,39
2019-05,storm chasing,40
2019-06,storm chasing,15
2019-07,storm chasing,15
2019-08,storm chasing,11
2019-09,storm chasing,11
2019-10,storm chasing,10
2019-11,storm chasing,13
2019-12,storm chasing,3
2020-01,storm chasing,20
2019-03,storytelling,84
2019-04,storytelling,71
2019-05,storytelling,74
2019-06,storytelling,58
2019-07,storytelling,53
2019-08,storytelling,71
2019-09,storytelling,88
2019-10,storytelling,84
2019-11,storytelling,73
2019-12,storytelling,59
2020-01,storytelling,80
2019-03,sudoku,75
2019-04,sudoku,74
2019-05,sudoku,75
2019-06,sudoku,70
2019-07,sudoku,71
2019-08,sudoku,68
2019-09,sudoku,73
2019-10,sudoku,78
2019-11,sudoku,79
2019-12,sudoku,77
2020-01,sudoku,78
2019-03,sun bathing,31
2019-04,sun bathing,35
2019-05,sun bathing,72
2019-06,sun bathing,57
2019-07,sun bathing,67
2019-08,sun bathing,43
2019-09,sun bathing,18
2019-10,sun bathing,22
2019-11,sun bathing,24
2019-12,sun bathing,31
2020-01,sun bathing,38
2019-03,surfing,46
2019-04,surfing,46
2019-05,surfing,45
2019-06,surfing,57
2019-07,surfing,67
2019-08,surfing,64
2019-09,surfing,51
2019-10,surfing,42
2019-11,surfing,40
2019-12,surfing,46
2020-01,surfing,44
2019-03,survivalism,31
2019-04,survivalism,20
2019-05,survivalism,13
2019-06,survivalism,7
2019-07,survivalism,26
2019-08,survivalism,6
2019-09,survivalism,0
2019-10,survivalism,23
2019-11,survivalism,6
2019-12,survivalism,12
2020-01,survivalism,17
2019-03,swimming,33
2019-04,swimming,34
2019-05,swimming,46
2019-06,swimming,67
2019-07,swimming,72
2019-08,swimming,43
2019-09,swimming,30
2019-10,swimming,23
2019-11,swimming,23
2019-12,swimming,22
2020-01,swimming,27
2019-03,table football,28
2019-04,table football,32
2019-05,table football,38
2019-06,table football,18
2019-07,table football,18
2019-08,table football,49
2019-09,table football,91
2019-10,table football,82
2019-11,table football,89
2019-12,table football,69
2020-01,table football,44
2019-03,table tennis,22
2019-04,table tennis,24
2019-05,table tennis,22
2019-06,table tennis,22
2019-07,table tennis,23
2019-08,table tennis,22
2019-09,table tennis,26
2019-10,table tennis,24
2019-11,table tennis,29
2019-12,table tennis,33
2020-01,table tennis,24
2019-03,taekwondo,54
2019-04,taekwondo,51
2019-05,taekwondo,54
2019-06,taekwondo,56
2019-07,taekwondo,50
2019-08,taekwondo,54
2019-09,taekwondo,52
2019-10,taekwondo,50
2019-11,taekwondo,43
2019-12,taekwondo,43
2020-01,taekwondo,53
2019-03,tai chi,58
2019-04,tai chi,60
2019-05,tai chi,58
2019-06,tai chi,64
2019-07,tai chi,55
2019-08,tai chi,52
2019-09,tai chi,50
2019-10,tai chi,54
2019-11,tai chi,52
2019-12,tai chi,50
2020-01,tai chi,62
2019-03,talking,50
2019-04,talking,49
2019-05,talking,48
2019-06,talking,52
2019-07,talking,49
2019-08,talking,46
2019-09,talking,49
2019-10,talking,51
2019-11,talking,50
2019-12,talking,52
2020-01,talking,52
2019-03,tapestry,62
2019-04,tapestry,55
2019-05,tapestry,54
2019-06,tapestry,63
2019-07,tapestry,73
2019-08,tapestry,88
2019-09,tapestry,74
2019-10,tapestry,59
2019-11,tapestry,66
2019-12,tapestry,68
2020-01,tapestry,62
2019-03,tarot,78
2019-04,tarot,81
2019-05,tarot,85
2019-06,tarot,91
2019-07,tarot,100
2019-08,tarot,91
2019-09,tarot,90
2019-10,tarot,95
2019-11,tarot,88
2019-12,tarot,92
2020-01,tarot,98
2019-03,tattooing,61
2019-04,tattooing,66
2019-05,tattooing,56
2019-06,tattooing,52
2019-07,tattooing,64
2019-08,tattooing,59
2019-09,tattooing,57
2019-10,tattooing,49
2019-11,tattooing,54
2019-12,tattooing,55
2020-01,tattooing,50
2019-03,taxidermy,47
2019-04,taxidermy,45
2019-05,taxidermy,43
2019-06,taxidermy,39
2019-07,taxidermy,40
2019-08,taxidermy,45
2019-09,taxidermy,45
2019-10,taxidermy,59
2019-11,taxidermy,91
2019-12,taxidermy,73
2020-01,taxidermy,65
2019-03,television,48
2019-04,television,46
2019-05,television,47
2019-06,television,42
2019-07,television,40
2019-08,television,42
2019-09,television,45
2019-10,television,50
2019-11,television,48
2019-12,television,45
2020-01,television,47
2019-03,tennis,53
2019-04,tennis,46
2019-05,tennis,48
2019-06,tennis,54
2019-07,tennis,66
2019-08,tennis,80
2019-09,tennis,84
2019-10,tennis,39
2019-11,tennis,34
2019-12,tennis,31
2020-01,tennis,47
2019-03,tennis polo,21
2019-04,tennis polo,32
2019-05,tennis polo,64
2019-06,tennis polo,39
2019-07,tennis polo,78
2019-08,tennis polo,93
2019-09,tennis polo,70
2019-10,tennis polo,17
2019-11,tennis polo,47
2019-12,tennis polo,46
2020-01,tennis polo,48
2019-03,tether car,64
2019-04,tether car,59
2019-05,tether car,47
2019-06,tether car,32
2019-07,tether car,87
2019-08,tether car,53
2019-09,tether car,33
2019-10,tether car,71
2019-11,tether car,58
2019-12,tether car,57
2020-01,tether car,54
2019-03,thrifting,64
2019-04,thrifting,66
2019-05,thrifting,56
2019-06,thrifting,66
2019-07,thrifting,92
2019-08,thrifting,100
2019-09,thrifting,65
2019-10,thrifting,71
2019-11,thrifting,67
2019-12,thrifting,54
2020-01,thrifting,74
2019-03,topiary,80
2019-04,topiary,86
2019-05,topiary,91
2019-06,topiary,75
2019-07,topiary,68
2019-08,topiary,74
2019-09,topiary,75
2019-10,topiary,73
2019-11,topiary,69
2019-12,topiary,61
2020-01,topiary,63
2019-03,tour skating,26
2019-04,tour skating,23
2019-05,tour skating,19
2019-06,tour skating,20
2019-07,tour skating,19
2019-08,tour skating,11
2019-09,tour skating,25
2019-10,tour skating,21
2019-11,tour skating,21
2019-12,tour skating,56
2020-01,tour skating,20
2019-03,tourism,59
2019-04,tourism,63
2019-05,tourism,65
2019-06,tourism,60
2019-07,tourism,55
2019-08,tourism,55
2019-09,tourism,80
2019-10,tourism,67
2019-11,tourism,65
2019-12,tourism,85
2020-01,tourism,100
2019-03,trade fair,73
2019-04,trade fair,65
2019-05,trade fair,67
2019-06,trade fair,58
2019-07,trade fair,48
2019-08,trade fair,61
2019-09,trade fair,66
2019-10,trade fair,72
2019-11,trade fair,73
2019-12,trade fair,68
2020-01,trade fair,58
2019-03,trainspotting,8
2019-04,trainspotting,11
2019-05,trainspotting,7
2019-06,trainspotting,8
2019-07,trainspotting,8
2019-08,trainspotting,7
2019-09,trainspotting,8
2019-10,trainspotting,18
2019-11,trainspotting,12
2019-12,trainspotting,12
2020-01,trainspotting,12
2019-03,trapshooting,42
2019-04,trapshooting,52
2019-05,trapshooting,51
2019-06,trapshooting,66
2019-07,trapshooting,72
2019-08,trapshooting,50
2019-09,trapshooting,60
2019-10,trapshooting,54
2019-11,trapshooting,26
2019-12,trapshooting,25
2020-01,trapshooting,45
2019-03,travel,90
2019-04,travel,88
2019-05,travel,88
2019-06,travel,100
2019-07,travel,94
2019-08,travel,88
2019-09,travel,83
2019-10,travel,76
2019-11,travel,78
2019-12,travel,86
2020-01,travel,97
2019-03,triathlon,25
2019-04,triathlon,32
2019-05,triathlon,36
2019-06,triathlon,49
2019-07,triathlon,52
2019-08,triathlon,45
2019-09,triathlon,35
2019-10,triathlon,25
2019-11,triathlon,19
2019-12,triathlon,19
2020-01,triathlon,22
2019-03,ultimate frisbee,39
2019-04,ultimate frisbee,47
2019-05,ultimate frisbee,50
2019-06,ultimate frisbee,40
2019-07,ultimate frisbee,33
2019-08,ultimate frisbee,39
2019-09,ultimate frisbee,48
2019-10,ultimate frisbee,43
2019-11,ultimate frisbee,29
2019-12,ultimate frisbee,23
2020-01,ultimate frisbee,26
2019-03,upcycling,57
2019-04,upcycling,62
2019-05,upcycling,58
2019-06,upcycling,67
2019-07,upcycling,40
2019-08,upcycling,50
2019-09,upcycling,48
2019-10,upcycling,35
2019-11,upcycling,46
2019-12,upcycling,41
2020-01,upcycling,46
2019-03,urban exploration,63
2019-04,urban exploration,59
2019-05,urban exploration,51
2019-06,urban exploration,51
2019-07,urban exploration,59
2019-08,urban exploration,35
2019-09,urban exploration,37
2019-10,urban exploration,32
2019-11,urban exploration,12
2019-12,urban exploration,45
2020-01,urban exploration,53
2019-03,vacation,68
2019-04,vacation,60
2019-05,vacation,64
2019-06,vacation,76
2019-07,vacation,74
2019-08,vacation,61
2019-09,vacation,50
2019-10,vacation,49
2019-11,vacation,54
2019-12,vacation,80
2020-01,vacation,73
2019-03,vegetable farming,15
2019-04,vegetable farming,32
2019-05,vegetable farming,31
2019-06,vegetable farming,25
2019-07,vegetable farming,40
2019-08,vegetable farming,31
2019-09,vegetable farming,23
2019-10,vegetable farming,0
