year_month,variable,value
2021-03,documentaries,72
2021-04,documentaries,83
2021-05,documentaries,70
2021-06,documentaries,61
2021-07,documentaries,64
2021-08,documentaries,65
2021-09,documentaries,72
2021-10,documentaries,61
2020-03,dog sport,66
2020-04,dog sport,73
2020-05,dog sport,79
2020-06,dog sport,89
2020-07,dog sport,94
2020-08,dog sport,72
2020-09,dog sport,81
2020-10,dog sport,69
2020-11,dog sport,83
2020-12,dog sport,86
2021-01,dog sport,89
2021-02,dog sport,83
2021-03,dog sport,100
2021-04,dog sport,80
2021-05,dog sport,71
2021-06,dog sport,67
2021-07,dog sport,86
2021-08,dog sport,89
2021-09,dog sport,78
2021-10,dog sport,81
2020-03,dog training,53
2020-04,dog training,58
2020-05,dog training,70
2020-06,dog training,77
2020-07,dog training,78
2020-08,dog training,76
2020-09,dog training,68
2020-10,dog training,71
2020-11,dog training,68
2020-12,dog training,77
2021-01,dog training,88
2021-02,dog training,85
2021-03,dog training,100
2021-04,dog training,89
2021-05,dog training,87
2021-06,dog training,88
2021-07,dog training,83
2021-08,dog training,80
2021-09,dog training,78
2021-10,dog training,81
2020-03,dog walking,89
2020-04,dog walking,83
2020-05,dog walking,86
2020-06,dog walking,80
2020-07,dog walking,82
2020-08,dog walking,84
2020-09,dog walking,85
2020-10,dog walking,71
2020-11,dog walking,82
2020-12,dog walking,68
2021-01,dog walking,80
2021-02,dog walking,79
2021-03,dog walking,79
2021-04,dog walking,78
2021-05,dog walking,82
2021-06,dog walking,82
2021-07,dog walking,82
2021-08,dog walking,84
2021-09,dog walking,84
2021-10,dog walking,89
2020-03,dominoes,52
2020-04,dominoes,53
2020-05,dominoes,49
2020-06,dominoes,45
2020-07,dominoes,49
2020-08,dominoes,44
2020-09,dominoes,43
2020-10,dominoes,44
2020-11,dominoes,44
2020-12,dominoes,49
2021-01,dominoes,46
2021-02,dominoes,43
2021-03,dominoes,40
2021-04,dominoes,42
2021-05,dominoes,43
2021-06,dominoes,44
2021-07,dominoes,46
2021-08,dominoes,44
2021-09,dominoes,43
2021-10,dominoes,44
2020-03,dowsing,58
2020-04,dowsing,59
2020-05,dowsing,59
2020-06,dowsing,97
2020-07,dowsing,65
2020-08,dowsing,72
2020-09,dowsing,70
2020-10,dowsing,52
2020-11,dowsing,46
2020-12,dowsing,57
2021-01,dowsing,73
2021-02,dowsing,69
2021-03,dowsing,82
2021-04,dowsing,66
2021-05,dowsing,70
2021-06,dowsing,82
2021-07,dowsing,84
2021-08,dowsing,82
2021-09,dowsing,52
2021-10,dowsing,100
2020-03,driving,51
2020-04,driving,38
2020-05,driving,55
2020-06,driving,68
2020-07,driving,68
2020-08,driving,66
2020-09,driving,59
2020-10,driving,59
2020-11,driving,49
2020-12,driving,51
2021-01,driving,54
2021-02,driving,58
2021-03,driving,65
2021-04,driving,67
2021-05,driving,67
2021-06,driving,75
2021-07,driving,75
2021-08,driving,69
2021-09,driving,66
2021-10,driving,63
2020-03,dungeons & dragons,45
2020-04,dungeons & dragons,55
2020-05,dungeons & dragons,70
2020-06,dungeons & dragons,60
2020-07,dungeons & dragons,56
2020-08,dungeons & dragons,67
2020-09,dungeons & dragons,60
2020-10,dungeons & dragons,62
2020-11,dungeons & dragons,70
2020-12,dungeons & dragons,69
2021-01,dungeons & dragons,54
2021-02,dungeons & dragons,74
2021-03,dungeons & dragons,57
2021-04,dungeons & dragons,54
2021-05,dungeons & dragons,49
2021-06,dungeons & dragons,100
2021-07,dungeons & dragons,93
2021-08,dungeons & dragons,39
2021-09,dungeons & dragons,55
2021-10,dungeons & dragons,66
2020-03,eating,76
2020-04,eating,80
2020-05,eating,80
2020-06,eating,79
2020-07,eating,89
2020-08,eating,79
2020-09,eating,79
2020-10,eating,76
2020-11,eating,72
2020-12,eating,74
2021-01,eating,80
2021-02,eating,80
2021-03,eating,77
2021-04,eating,79
2021-05,eating,79
2021-06,eating,80
2021-07,eating,87
2021-08,eating,76
2021-09,eating,74
2021-10,eating,74
2020-03,editing,76
2020-04,editing,100
2020-05,editing,94
2020-06,editing,79
2020-07,editing,82
2020-08,editing,84
2020-09,editing,84
2020-10,editing,73
2020-11,editing,70
2020-12,editing,74
2021-01,editing,71
2021-02,editing,71
2021-03,editing,68
2021-04,editing,71
2021-05,editing,69
2021-06,editing,65
2021-07,editing,66
2021-08,editing,59
2021-09,editing,65
2021-10,editing,63
2020-03,emacs,44
2020-04,emacs,49
2020-05,emacs,51
2020-06,emacs,49
2020-07,emacs,47
2020-08,emacs,46
2020-09,emacs,47
2020-10,emacs,37
2020-11,emacs,30
2020-12,emacs,37
2021-01,emacs,31
2021-02,emacs,42
2021-03,emacs,35
2021-04,emacs,32
2021-05,emacs,31
2021-06,emacs,29
2021-07,emacs,31
2021-08,emacs,29
2021-09,emacs,37
2021-10,emacs,35
2020-03,embroidery,68
2020-04,embroidery,79
2020-05,embroidery,86
2020-06,embroidery,78
2020-07,embroidery,84
2020-08,embroidery,79
2020-09,embroidery,76
2020-10,embroidery,76
2020-11,embroidery,86
2020-12,embroidery,100
2021-01,embroidery,90
2021-02,embroidery,80
2021-03,embroidery,77
2021-04,embroidery,70
2021-05,embroidery,68
2021-06,embroidery,63
2021-07,embroidery,67
2021-08,embroidery,72
2021-09,embroidery,71
2021-10,embroidery,73
2020-03,esports,56
2020-04,esports,57
2020-05,esports,52
2020-06,esports,54
2020-07,esports,61
2020-08,esports,57
2020-09,esports,64
2020-10,esports,72
2020-11,esports,39
2020-12,esports,40
2021-01,esports,45
2021-02,esports,57
2021-03,esports,53
2021-04,esports,57
2021-05,esports,52
2021-06,esports,48
2021-07,esports,50
2021-08,esports,47
2021-09,esports,50
2021-10,esports,62
2020-03,farming,66
2020-04,farming,85
2020-05,farming,91
2020-06,farming,65
2020-07,farming,62
2020-08,farming,59
2020-09,farming,69
2020-10,farming,68
2020-11,farming,60
2020-12,farming,61
2021-01,farming,62
2021-02,farming,65
2021-03,farming,63
2021-04,farming,62
2021-05,farming,58
2021-06,farming,57
2021-07,farming,58
2021-08,farming,56
2021-09,farming,57
2021-10,farming,57
2020-03,fencing,56
2020-04,fencing,83
2020-05,fencing,89
2020-06,fencing,83
2020-07,fencing,72
2020-08,fencing,65
2020-09,fencing,61
2020-10,fencing,54
2020-11,fencing,50
2020-12,fencing,49
2021-01,fencing,54
2021-02,fencing,52
2021-03,fencing,87
2021-04,fencing,94
2021-05,fencing,84
2021-06,fencing,75
2021-07,fencing,93
2021-08,fencing,71
2021-09,fencing,63
2021-10,fencing,62
2020-03,field hockey,12
2020-04,field hockey,11
2020-05,field hockey,10
2020-06,field hockey,12
2020-07,field hockey,15
2020-08,field hockey,15
2020-09,field hockey,22
2020-10,field hockey,23
2020-11,field hockey,17
2020-12,field hockey,9
2021-01,field hockey,11
2021-02,field hockey,14
2021-03,field hockey,20
2021-04,field hockey,24
2021-05,field hockey,21
2021-06,field hockey,17
2021-07,field hockey,25
2021-08,field hockey,41
2021-09,field hockey,56
2021-10,field hockey,59
2020-03,figure skating,3
2020-04,figure skating,2
2020-05,figure skating,1
2020-06,figure skating,1
2020-07,figure skating,2
2020-08,figure skating,2
2020-09,figure skating,2
2020-10,figure skating,2
2020-11,figure skating,2
2020-12,figure skating,2
2021-01,figure skating,5
2021-02,figure skating,3
2021-03,figure skating,4
2021-04,figure skating,3
2021-05,figure skating,2
2021-06,figure skating,2
2021-07,figure skating,3
2021-08,figure skating,2
2021-09,figure skating,2
2021-10,figure skating,2
2020-03,fishing,52
2020-04,fishing,66
2020-05,fishing,91
2020-06,fishing,100
2020-07,fishing,89
2020-08,fishing,69
2020-09,fishing,56
2020-10,fishing,47
2020-11,fishing,39
2020-12,fishing,42
2021-01,fishing,48
2021-02,fishing,47
2021-03,fishing,60
2021-04,fishing,68
2021-05,fishing,72
2021-06,fishing,78
2021-07,fishing,72
2021-08,fishing,55
2021-09,fishing,49
2021-10,fishing,46
2020-03,fitness,81
2020-04,fitness,42
2020-05,fitness,64
2020-06,fitness,88
2020-07,fitness,69
2020-08,fitness,62
2020-09,fitness,67
2020-10,fitness,65
2020-11,fitness,61
2020-12,fitness,61
2021-01,fitness,73
2021-02,fitness,70
2021-03,fitness,71
2021-04,fitness,66
2021-05,fitness,72
2021-06,fitness,74
2021-07,fitness,72
2021-08,fitness,63
2021-09,fitness,63
2021-10,fitness,57
2020-03,flag football,26
2020-04,flag football,9
2020-05,flag football,15
2020-06,flag football,20
2020-07,flag football,22
2020-08,flag football,36
2020-09,flag football,53
2020-10,flag football,42
2020-11,flag football,33
2020-12,flag football,25
2021-01,flag football,33
2021-02,flag football,33
2021-03,flag football,37
2021-04,flag football,47
2021-05,flag football,40
2021-06,flag football,35
2021-07,flag football,37
2021-08,flag football,63
2021-09,flag football,78
2021-10,flag football,67
2020-03,flower growing,48
2020-04,flower growing,79
2020-05,flower growing,100
2020-06,flower growing,78
2020-07,flower growing,63
2020-08,flower growing,51
2020-09,flower growing,37
2020-10,flower growing,35
2020-11,flower growing,22
2020-12,flower growing,27
2021-01,flower growing,21
2021-02,flower growing,38
2021-03,flower growing,59
2021-04,flower growing,81
2021-05,flower growing,73
2021-06,flower growing,51
2021-07,flower growing,47
2021-08,flower growing,28
2021-09,flower growing,36
2021-10,flower growing,27
2020-03,flying,81
2020-04,flying,77
2020-05,flying,97
2020-06,flying,92
2020-07,flying,100
2020-08,flying,83
2020-09,flying,80
2020-10,flying,81
2020-11,flying,74
2020-12,flying,75
2021-01,flying,72
2021-02,flying,78
2021-03,flying,80
2021-04,flying,81
2021-05,flying,89
2021-06,flying,95
2021-07,flying,96
2021-08,flying,87
2021-09,flying,78
2021-10,flying,79
2020-03,flying disc,25
2020-04,flying disc,32
2020-05,flying disc,33
2020-06,flying disc,25
2020-07,flying disc,28
2020-08,flying disc,29
2020-09,flying disc,14
2020-10,flying disc,20
2020-11,flying disc,32
2020-12,flying disc,16
2021-01,flying disc,17
2021-02,flying disc,10
2021-03,flying disc,17
2021-04,flying disc,28
2021-05,flying disc,31
2021-06,flying disc,30
2021-07,flying disc,28
2021-08,flying disc,28
2021-09,flying disc,28
2021-10,flying disc,11
2020-03,footbag,7
2020-04,footbag,41
2020-05,footbag,14
2020-06,footbag,22
2020-07,footbag,45
2020-08,footbag,37
2020-09,footbag,37
2020-10,footbag,40
2020-11,footbag,16
2020-12,footbag,8
2021-01,footbag,8
2021-02,footbag,35
2021-03,footbag,24
2021-04,footbag,0
2021-05,footbag,25
2021-06,footbag,51
2021-07,footbag,8
2021-08,footbag,25
2021-09,footbag,18
2021-10,footbag,27
2020-03,foraging,70
2020-04,foraging,85
2020-05,foraging,81
2020-06,foraging,54
2020-07,foraging,58
2020-08,foraging,60
2020-09,foraging,59
2020-10,foraging,66
2020-11,foraging,46
2020-12,foraging,47
2021-01,foraging,50
2021-02,foraging,66
2021-03,foraging,68
2021-04,foraging,88
2021-05,foraging,59
2021-06,foraging,58
2021-07,foraging,54
2021-08,foraging,62
2021-09,foraging,72
2021-10,foraging,100
2020-03,freestyle football,13
2020-04,freestyle football,21
2020-05,freestyle football,16
2020-06,freestyle football,17
2020-07,freestyle football,9
2020-08,freestyle football,13
2020-09,freestyle football,9
2020-10,freestyle football,10
2020-11,freestyle football,15
2020-12,freestyle football,25
2021-01,freestyle football,10
2021-02,freestyle football,5
2021-03,freestyle football,5
2021-04,freestyle football,10
2021-05,freestyle football,20
2021-06,freestyle football,15
2021-07,freestyle football,25
2021-08,freestyle football,5
2021-09,freestyle football,33
2021-10,freestyle football,49
2020-03,frisbee,46
2020-04,frisbee,56
2020-05,frisbee,69
2020-06,frisbee,66
2020-07,frisbee,60
2020-08,frisbee,56
2020-09,frisbee,55
2020-10,frisbee,49
2020-11,frisbee,45
2020-12,frisbee,38
2021-01,frisbee,34
2021-02,frisbee,34
2021-03,frisbee,44
2021-04,frisbee,53
2021-05,frisbee,64
2021-06,frisbee,68
2021-07,frisbee,63
2021-08,frisbee,59
2021-09,frisbee,52
2021-10,frisbee,46
2020-03,fruit picking,17
2020-04,fruit picking,24
2020-05,fruit picking,50
2020-06,fruit picking,100
2020-07,fruit picking,95
2020-08,fruit picking,95
2020-09,fruit picking,79
2020-10,fruit picking,56
2020-11,fruit picking,16
2020-12,fruit picking,16
2021-01,fruit picking,15
2021-02,fruit picking,14
2021-03,fruit picking,37
2021-04,fruit picking,37
2021-05,fruit picking,56
2021-06,fruit picking,86
2021-07,fruit picking,81
2021-08,fruit picking,69
2021-09,fruit picking,63
2021-10,fruit picking,60
2020-03,geocaching,44
2020-04,geocaching,44
2020-05,geocaching,50
2020-06,geocaching,46
2020-07,geocaching,46
2020-08,geocaching,32
2020-09,geocaching,30
2020-10,geocaching,24
2020-11,geocaching,24
2020-12,geocaching,22
2021-01,geocaching,31
2021-02,geocaching,35
2021-03,geocaching,32
2021-04,geocaching,38
2021-05,geocaching,30
2021-06,geocaching,29
2021-07,geocaching,28
2021-08,geocaching,26
2021-09,geocaching,26
2021-10,geocaching,26
2020-03,ghost hunting,33
2020-04,ghost hunting,34
2020-05,ghost hunting,45
2020-06,ghost hunting,39
2020-07,ghost hunting,46
2020-08,ghost hunting,46
2020-09,ghost hunting,55
2020-10,ghost hunting,100
2020-11,ghost hunting,63
2020-12,ghost hunting,45
2021-01,ghost hunting,47
2021-02,ghost hunting,45
2021-03,ghost hunting,52
2021-04,ghost hunting,49
2021-05,ghost hunting,39
2021-06,ghost hunting,33
2021-07,ghost hunting,35
2021-08,ghost hunting,54
2021-09,ghost hunting,41
2021-10,ghost hunting,50
2020-03,go,38
2020-04,go,40
2020-05,go,40
2020-06,go,37
2020-07,go,39
2020-08,go,37
2020-09,go,37
2020-10,go,36
2020-11,go,35
2020-12,go,36
2021-01,go,37
2021-02,go,38
2021-03,go,38
2021-04,go,37
2021-05,go,37
2021-06,go,37
2021-07,go,39
2021-08,go,38
2021-09,go,35
2021-10,go,36
2020-03,gold prospecting,45
2020-04,gold prospecting,63
2020-05,gold prospecting,46
2020-06,gold prospecting,52
2020-07,gold prospecting,64
2020-08,gold prospecting,65
2020-09,gold prospecting,33
2020-10,gold prospecting,37
2020-11,gold prospecting,46
2020-12,gold prospecting,40
2021-01,gold prospecting,54
2021-02,gold prospecting,47
2021-03,gold prospecting,49
2021-04,gold prospecting,46
2021-05,gold prospecting,60
2021-06,gold prospecting,39
2021-07,gold prospecting,25
2021-08,gold prospecting,43
2021-09,gold prospecting,41
2021-10,gold prospecting,29
2020-03,golfing,56
2020-04,golfing,62
2020-05,golfing,89
2020-06,golfing,91
2020-07,golfing,97
2020-08,golfing,100
2020-09,golfing,76
2020-10,golfing,59
2020-11,golfing,94
2020-12,golfing,60
2021-01,golfing,61
2021-02,golfing,53
2021-03,golfing,63
2021-04,golfing,86
2021-05,golfing,77
2021-06,golfing,93
2021-07,golfing,85
2021-08,golfing,77
2021-09,golfing,57
2021-10,golfing,47
2020-03,graffiti,65
2020-04,graffiti,72
2020-05,graffiti,71
2020-06,graffiti,75
2020-07,graffiti,70
2020-08,graffiti,68
2020-09,graffiti,69
2020-10,graffiti,61
2020-11,graffiti,50
2020-12,graffiti,52
2021-01,graffiti,57
2021-02,graffiti,56
2021-03,graffiti,57
2021-04,graffiti,59
2021-05,graffiti,60
2021-06,graffiti,56
2021-07,graffiti,58
2021-08,graffiti,61
2021-09,graffiti,61
2021-10,graffiti,62
2020-03,gymnastics,9
2020-04,gymnastics,6
2020-05,gymnastics,6
2020-06,gymnastics,8
2020-07,gymnastics,8
2020-08,gymnastics,8
2020-09,gymnastics,8
2020-10,gymnastics,7
2020-11,gymnastics,7
2020-12,gymnastics,6
2021-01,gymnastics,10
2021-02,gymnastics,12
2021-03,gymnastics,11
2021-04,gymnastics,11
2021-05,gymnastics,11
2021-06,gymnastics,24
2021-07,gymnastics,50
2021-08,gymnastics,23
2021-09,gymnastics,10
2021-10,gymnastics,9
2020-03,handball,10
2020-04,handball,11
2020-05,handball,11
2020-06,handball,9
2020-07,handball,8
2020-08,handball,9
2020-09,handball,12
2020-10,handball,10
2020-11,handball,9
2020-12,handball,9
2021-01,handball,20
2021-02,handball,12
2021-03,handball,11
2021-04,handball,10
2021-05,handball,13
2021-06,handball,10
2021-07,handball,89
2021-08,handball,50
2021-09,handball,12
2021-10,handball,13
2020-03,herbalism,56
2020-04,herbalism,69
2020-05,herbalism,64
2020-06,herbalism,55
2020-07,herbalism,63
2020-08,herbalism,51
2020-09,herbalism,48
2020-10,herbalism,37
2020-11,herbalism,49
2020-12,herbalism,49
2021-01,herbalism,37
2021-02,herbalism,39
2021-03,herbalism,32
2021-04,herbalism,31
2021-05,herbalism,52
2021-06,herbalism,62
2021-07,herbalism,35
2021-08,herbalism,42
2021-09,herbalism,38
2021-10,herbalism,26
2020-03,herping,66
2020-04,herping,51
2020-05,herping,77
2020-06,herping,100
2020-07,herping,59
2020-08,herping,65
2020-09,herping,47
2020-10,herping,40
2020-11,herping,32
2020-12,herping,40
2021-01,herping,35
2021-02,herping,43
2021-03,herping,62
2021-04,herping,63
2021-05,herping,37
2021-06,herping,50
2021-07,herping,17
2021-08,herping,45
2021-09,herping,44
2021-10,herping,54
2020-03,hiking,63
2020-04,hiking,63
2020-05,hiking,97
2020-06,hiking,99
2020-07,hiking,100
2020-08,hiking,94
2020-09,hiking,86
2020-10,hiking,81
2020-11,hiking,66
2020-12,hiking,60
2021-01,hiking,63
2021-02,hiking,60
2021-03,hiking,78
2021-04,hiking,76
2021-05,hiking,79
2021-06,hiking,83
2021-07,hiking,79
2021-08,hiking,71
2021-09,hiking,70
2021-10,hiking,71
2020-03,hooping,25
2020-04,hooping,51
2020-05,hooping,49
2020-06,hooping,29
2020-07,hooping,38
2020-08,hooping,56
2020-09,hooping,38
2020-10,hooping,23
2020-11,hooping,34
2020-12,hooping,36
2021-01,hooping,39
2021-02,hooping,61
2021-03,hooping,71
2021-04,hooping,82
2021-05,hooping,49
2021-06,hooping,41
2021-07,hooping,44
2021-08,hooping,44
2021-09,hooping,30
2021-10,hooping,40
2020-03,horseback riding,30
2020-04,horseback riding,18
2020-05,horseback riding,41
2020-06,horseback riding,78
2020-07,horseback riding,88
2020-08,horseback riding,88
2020-09,horseback riding,75
2020-10,horseback riding,69
2020-11,horseback riding,46
2020-12,horseback riding,38
2021-01,horseback riding,45
2021-02,horseback riding,49
2021-03,horseback riding,71
2021-04,horseback riding,79
2021-05,horseback riding,85
2021-06,horseback riding,90
2021-07,horseback riding,100
2021-08,horseback riding,79
2021-09,horseback riding,67
2021-10,horseback riding,60
2020-03,horsemanship,48
2020-04,horsemanship,40
2020-05,horsemanship,58
2020-06,horsemanship,60
2020-07,horsemanship,44
2020-08,horsemanship,44
2020-09,horsemanship,60
2020-10,horsemanship,52
2020-11,horsemanship,40
2020-12,horsemanship,48
2021-01,horsemanship,50
2021-02,horsemanship,47
2021-03,horsemanship,57
2021-04,horsemanship,69
2021-05,horsemanship,45
2021-06,horsemanship,61
2021-07,horsemanship,70
2021-08,horsemanship,62
2021-09,horsemanship,45
2021-10,horsemanship,72
2020-03,horseshoes,42
2020-04,horseshoes,62
2020-05,horseshoes,70
2020-06,horseshoes,63
2020-07,horseshoes,68
2020-08,horseshoes,56
2020-09,horseshoes,61
2020-10,horseshoes,49
2020-11,horseshoes,50
2020-12,horseshoes,53
2021-01,horseshoes,40
2021-02,horseshoes,49
2021-03,horseshoes,57
2021-04,horseshoes,60
2021-05,horseshoes,71
2021-06,horseshoes,58
2021-07,horseshoes,72
2021-08,horseshoes,66
2021-09,horseshoes,56
2021-10,horseshoes,51
2020-03,hunting,10
2020-04,hunting,12
2020-05,hunting,11
2020-06,hunting,9
2020-07,hunting,10
2020-08,hunting,13
2020-09,hunting,18
2020-10,hunting,22
2020-11,hunting,24
2020-12,hunting,19
2021-01,hunting,14
2021-02,hunting,11
2021-03,hunting,10
2021-04,hunting,10
2021-05,hunting,9
2021-06,hunting,8
2021-07,hunting,9
2021-08,hunting,12
2021-09,hunting,16
2021-10,hunting,19
2020-03,hydroponics,75
2020-04,hydroponics,100
2020-05,hydroponics,96
2020-06,hydroponics,74
2020-07,hydroponics,69
2020-08,hydroponics,61
2020-09,hydroponics,64
2020-10,hydroponics,54
2020-11,hydroponics,49
2020-12,hydroponics,57
2021-01,hydroponics,60
2021-02,hydroponics,60
2021-03,hydroponics,65
2021-04,hydroponics,71
2021-05,hydroponics,60
2021-06,hydroponics,52
2021-07,hydroponics,53
2021-08,hydroponics,54
2021-09,hydroponics,50
2021-10,hydroponics,49
2020-03,ice hockey,22
2020-04,ice hockey,13
2020-05,ice hockey,12
2020-06,ice hockey,13
2020-07,ice hockey,38
2020-08,ice hockey,18
2020-09,ice hockey,18
2020-10,ice hockey,16
2020-11,ice hockey,18
2020-12,ice hockey,20
2021-01,ice hockey,25
2021-02,ice hockey,26
2021-03,ice hockey,26
2021-04,ice hockey,20
2021-05,ice hockey,19
2021-06,ice hockey,16
2021-07,ice hockey,15
2021-08,ice hockey,16
2021-09,ice hockey,22
2021-10,ice hockey,25
2020-03,ice skating,8
2020-04,ice skating,3
2020-05,ice skating,3
2020-06,ice skating,4
2020-07,ice skating,6
2020-08,ice skating,5
2020-09,ice skating,6
2020-10,ice skating,9
2020-11,ice skating,23
2020-12,ice skating,63
2021-01,ice skating,41
2021-02,ice skating,27
2021-03,ice skating,12
2021-04,ice skating,8
2021-05,ice skating,7
2021-06,ice skating,7
2021-07,ice skating,8
2021-08,ice skating,8
2021-09,ice skating,7
2021-10,ice skating,9
2020-03,inline skating,69
2020-04,inline skating,74
2020-05,inline skating,100
2020-06,inline skating,75
2020-07,inline skating,61
2020-08,inline skating,53
2020-09,inline skating,74
2020-10,inline skating,45
2020-11,inline skating,55
2020-12,inline skating,51
2021-01,inline skating,67
2021-02,inline skating,23
2021-03,inline skating,62
2021-04,inline skating,58
2021-05,inline skating,54
2021-06,inline skating,69
2021-07,inline skating,52
2021-08,inline skating,55
2021-09,inline skating,50
2021-10,inline skating,35
2020-03,jewelry making,73
2020-04,jewelry making,74
2020-05,jewelry making,78
2020-06,jewelry making,79
2020-07,jewelry making,86
2020-08,jewelry making,91
2020-09,jewelry making,78
2020-10,jewelry making,82
2020-11,jewelry making,92
2020-12,jewelry making,99
2021-01,jewelry making,96
2021-02,jewelry making,100
2021-03,jewelry making,86
2021-04,jewelry making,84
2021-05,jewelry making,75
2021-06,jewelry making,80
2021-07,jewelry making,92
2021-08,jewelry making,90
2021-09,jewelry making,83
2021-10,jewelry making,95
2020-03,jigsaw puzzles,62
2020-04,jigsaw puzzles,100
2020-05,jigsaw puzzles,58
2020-06,jigsaw puzzles,42
2020-07,jigsaw puzzles,45
2020-08,jigsaw puzzles,41
2020-09,jigsaw puzzles,36
2020-10,jigsaw puzzles,37
2020-11,jigsaw puzzles,45
2020-12,jigsaw puzzles,50
2021-01,jigsaw puzzles,41
2021-02,jigsaw puzzles,41
2021-03,jigsaw puzzles,38
2021-04,jigsaw puzzles,37
2021-05,jigsaw puzzles,33
2021-06,jigsaw puzzles,33
2021-07,jigsaw puzzles,31
2021-08,jigsaw puzzles,33
2021-09,jigsaw puzzles,33
2021-10,jigsaw puzzles,32
2020-03,jogging,42
2020-04,jogging,52
2020-05,jogging,100
2020-06,jogging,55
2020-07,jogging,45
2020-08,jogging,45
2020-09,jogging,55
2020-10,jogging,55
2020-11,jogging,53
2020-12,jogging,55
2021-01,jogging,50
2021-02,jogging,44
2021-03,jogging,46
2021-04,jogging,45
2021-05,jogging,44
2021-06,jogging,40
2021-07,jogging,38
2021-08,jogging,37
2021-09,jogging,46
2021-10,jogging,47
2020-03,jokes,59
2020-04,jokes,66
2020-05,jokes,52
2020-06,jokes,45
2020-07,jokes,41
2020-08,jokes,42
2020-09,jokes,43
2020-10,jokes,47
2020-11,jokes,45
2020-12,jokes,48
2021-01,jokes,45
2021-02,jokes,47
2021-03,jokes,44
2021-04,jokes,47
2021-05,jokes,52
2021-06,jokes,49
2021-07,jokes,44
2021-08,jokes,40
2021-09,jokes,42
2021-10,jokes,44
2020-03,journaling,64
2020-04,journaling,100
2020-05,journaling,68
2020-06,journaling,64
2020-07,journaling,62
2020-08,journaling,69
2020-09,journaling,63
2020-10,journaling,54
2020-11,journaling,53
2020-12,journaling,69
2021-01,journaling,76
2021-02,journaling,63
2021-03,journaling,58
2021-04,journaling,55
2021-05,journaling,44
2021-06,journaling,46
2021-07,journaling,54
2021-08,journaling,51
2021-09,journaling,62
2021-10,journaling,58
2020-03,judo,18
2020-04,judo,16
2020-05,judo,14
2020-06,judo,14
2020-07,judo,16
2020-08,judo,14
2020-09,judo,15
2020-10,judo,14
2020-11,judo,12
2020-12,judo,13
2021-01,judo,14
2021-02,judo,16
2021-03,judo,16
2021-04,judo,20
2021-05,judo,17
2021-06,judo,20
2021-07,judo,55
2021-08,judo,24
2021-09,judo,17
2021-10,judo,19
2020-03,juggling,67
2020-04,juggling,96
2020-05,juggling,76
2020-06,juggling,61
2020-07,juggling,68
2020-08,juggling,57
2020-09,juggling,74
2020-10,juggling,57
2020-11,juggling,53
2020-12,juggling,58
2021-01,juggling,56
2021-02,juggling,48
2021-03,juggling,48
2021-04,juggling,58
2021-05,juggling,50
2021-06,juggling,41
2021-07,juggling,50
2021-08,juggling,46
2021-09,juggling,45
2021-10,juggling,34
2020-03,jujitsu,38
2020-04,jujitsu,33
2020-05,jujitsu,39
2020-06,jujitsu,43
2020-07,jujitsu,48
2020-08,jujitsu,45
2020-09,jujitsu,55
2020-10,jujitsu,60
2020-11,jujitsu,63
2020-12,jujitsu,54
2021-01,jujitsu,77
2021-02,jujitsu,76
2021-03,jujitsu,88
2021-04,jujitsu,100
2021-05,jujitsu,85
2021-06,jujitsu,96
2021-07,jujitsu,99
2021-08,jujitsu,99
2021-09,jujitsu,92
2021-10,jujitsu,74
2020-03,jumping rope,57
2020-04,jumping rope,91
2020-05,jumping rope,100
2020-06,jumping rope,83
2020-07,jumping rope,75
2020-08,jumping rope,72
2020-09,jumping rope,58
2020-10,jumping rope,57
2020-11,jumping rope,48
2020-12,jumping rope,46
2021-01,jumping rope,59
2021-02,jumping rope,55
2021-03,jumping rope,69
2021-04,jumping rope,79
2021-05,jumping rope,71
2021-06,jumping rope,53
2021-07,jumping rope,63
2021-08,jumping rope,54
2021-09,jumping rope,51
2021-10,jumping rope,37
2020-03,kabaddi,14
2020-04,kabaddi,9
2020-05,kabaddi,6
2020-06,kabaddi,8
2020-07,kabaddi,6
2020-08,kabaddi,6
2020-09,kabaddi,9
2020-10,kabaddi,9
2020-11,kabaddi,7
2020-12,kabaddi,9
2021-01,kabaddi,5
2021-02,kabaddi,9
2021-03,kabaddi,14
2021-04,kabaddi,27
2021-05,kabaddi,17
2021-06,kabaddi,15
2021-07,kabaddi,11
2021-08,kabaddi,13
2021-09,kabaddi,9
2021-10,kabaddi,11
2020-03,karaoke,46
2020-04,karaoke,44
2020-05,karaoke,41
2020-06,karaoke,38
2020-07,karaoke,39
2020-08,karaoke,40
2020-09,karaoke,40
2020-10,karaoke,40
2020-11,karaoke,43
2020-12,karaoke,53
2021-01,karaoke,43
2021-02,karaoke,40
2021-03,karaoke,40
2021-04,karaoke,41
2021-05,karaoke,43
2021-06,karaoke,48
2021-07,karaoke,50
2021-08,karaoke,44
2021-09,karaoke,47
2021-10,karaoke,48
2020-03,karate,30
2020-04,karate,23
2020-05,karate,22
2020-06,karate,24
2020-07,karate,37
2020-08,karate,43
2020-09,karate,95
2020-10,karate,43
2020-11,karate,34
2020-12,karate,33
2021-01,karate,100
2021-02,karate,45
2021-03,karate,33
2021-04,karate,32
2021-05,karate,31
2021-06,karate,31
2021-07,karate,37
2021-08,karate,36
2021-09,karate,30
2021-10,karate,33
2020-03,kart racing,53
