variable,group,value
mineral collecting,2020-05,14
mineral collecting,2020-06,6
mineral collecting,2020-07,6
mineral collecting,2020-08,8
mineral collecting,2020-09,6
mineral collecting,2020-10,0
mineral collecting,2020-11,2
mineral collecting,2020-12,4
mineral collecting,2021-01,4
mineral collecting,2021-02,5
mineral collecting,2021-03,2
mineral collecting,2021-04,2
mineral collecting,2021-05,9
mineral collecting,2021-06,9
mineral collecting,2021-07,4
mineral collecting,2021-08,0
mineral collecting,2021-09,2
mineral collecting,2021-10,8
quizzes,2019-01,30
quizzes,2019-02,33
quizzes,2019-03,33
quizzes,2019-04,35
quizzes,2019-05,37
quizzes,2019-06,24
quizzes,2019-07,19
quizzes,2019-08,26
quizzes,2019-09,37
quizzes,2019-10,37
quizzes,2019-11,33
quizzes,2019-12,33
quizzes,2020-01,33
quizzes,2020-02,35
quizzes,2020-03,32
quizzes,2020-04,30
quizzes,2020-05,23
quizzes,2020-06,18
quizzes,2020-07,17
quizzes,2020-08,21
quizzes,2020-09,35
quizzes,2020-10,25
quizzes,2020-11,19
quizzes,2020-12,18
quizzes,2021-01,20
quizzes,2021-02,19
quizzes,2021-03,19
quizzes,2021-04,19
quizzes,2021-05,17
quizzes,2021-06,13
quizzes,2021-07,11
quizzes,2021-08,13
quizzes,2021-09,18
quizzes,2021-10,16
research,2019-01,30
research,2019-02,32
research,2019-03,30
research,2019-04,31
research,2019-05,25
research,2019-06,24
research,2019-07,23
research,2019-08,24
research,2019-09,32
research,2019-10,31
research,2019-11,28
research,2019-12,22
research,2020-01,27
research,2020-02,31
research,2020-03,27
research,2020-04,27
research,2020-05,24
research,2020-06,22
research,2020-07,23
research,2020-08,23
research,2020-09,31
research,2020-10,26
research,2020-11,23
research,2020-12,20
research,2021-01,21
research,2021-02,24
research,2021-03,23
research,2021-04,24
research,2021-05,22
research,2021-06,19
research,2021-07,18
research,2021-08,19
research,2021-09,26
research,2021-10,25
watching movies,2019-01,11
watching movies,2019-02,9
watching movies,2019-03,10
watching movies,2019-04,10
watching movies,2019-05,9
watching movies,2019-06,7
watching movies,2019-07,9
watching movies,2019-08,8
watching movies,2019-09,10
watching movies,2019-10,10
watching movies,2019-11,12
watching movies,2019-12,12
watching movies,2020-01,11
watching movies,2020-02,9
watching movies,2020-03,11
watching movies,2020-04,13
watching movies,2020-05,11
watching movies,2020-06,11
watching movies,2020-07,10
watching movies,2020-08,10
watching movies,2020-09,11
watching movies,2020-10,11
watching movies,2020-11,11
watching movies,2020-12,11
watching movies,2021-01,10
watching movies,2021-02,11
watching movies,2021-03,8
watching movies,2021-04,10
watching movies,2021-05,8
watching movies,2021-06,10
watching movies,2021-07,11
watching movies,2021-08,10
watching movies,2021-09,12
watching movies,2021-10,9
zoo visiting,2019-01,12
zoo visiting,2019-02,13
zoo visiting,2019-03,10
zoo visiting,2019-04,20
zoo visiting,2019-05,17
zoo visiting,2019-06,15
zoo visiting,2019-07,18
zoo visiting,2019-08,2
zoo visiting,2019-09,5
zoo visiting,2019-10,5
zoo visiting,2019-11,23
zoo visiting,2019-12,12
zoo visiting,2020-01,9
zoo visiting,2020-02,14
zoo visiting,2020-03,22
zoo visiting,2020-04,10
zoo visiting,2020-05,6
zoo visiting,2020-06,0
zoo visiting,2020-07,13
zoo visiting,2020-08,17
zoo visiting,2020-09,17
zoo visiting,2020-10,12
zoo visiting,2020-11,9
zoo visiting,2020-12,0
zoo visiting,2021-01,9
zoo visiting,2021-02,5
zoo visiting,2021-03,20
zoo visiting,2021-04,7
zoo visiting,2021-05,19
zoo visiting,2021-06,22
zoo visiting,2021-07,24
zoo visiting,2021-08,20
zoo visiting,2021-09,8
zoo visiting,2021-10,17
skateboarding,2019-01,9
skateboarding,2019-02,9
skateboarding,2019-03,10
skateboarding,2019-04,11
skateboarding,2019-05,10
skateboarding,2019-06,10
skateboarding,2019-07,10
skateboarding,2019-08,10
skateboarding,2019-09,10
skateboarding,2019-10,9
skateboarding,2019-11,10
skateboarding,2019-12,9
skateboarding,2020-01,10
skateboarding,2020-02,11
skateboarding,2020-03,10
skateboarding,2020-04,12
skateboarding,2020-05,14
skateboarding,2020-06,15
skateboarding,2020-07,14
skateboarding,2020-08,13
skateboarding,2020-09,16
skateboarding,2020-10,14
skateboarding,2020-11,11
skateboarding,2020-12,11
skateboarding,2021-01,10
skateboarding,2021-02,9
skateboarding,2021-03,10
skateboarding,2021-04,11
skateboarding,2021-05,10
skateboarding,2021-06,11
skateboarding,2021-07,60
skateboarding,2021-08,25
skateboarding,2021-09,9
skateboarding,2021-10,10
herbalism,2019-01,7
herbalism,2019-02,8
herbalism,2019-03,7
herbalism,2019-04,8
herbalism,2019-05,9
herbalism,2019-06,9
herbalism,2019-07,7
herbalism,2019-08,12
herbalism,2019-09,21
herbalism,2019-10,17
herbalism,2019-11,13
herbalism,2019-12,12
herbalism,2020-01,14
herbalism,2020-02,14
herbalism,2020-03,11
herbalism,2020-04,18
herbalism,2020-05,14
herbalism,2020-06,15
herbalism,2020-07,14
herbalism,2020-08,14
herbalism,2020-09,12
herbalism,2020-10,8
herbalism,2020-11,10
herbalism,2020-12,12
herbalism,2021-01,10
herbalism,2021-02,11
herbalism,2021-03,9
herbalism,2021-04,8
herbalism,2021-05,10
herbalism,2021-06,14
herbalism,2021-07,9
herbalism,2021-08,8
herbalism,2021-09,8
herbalism,2021-10,6
frisbee,2019-01,17
frisbee,2019-02,19
frisbee,2019-03,25
frisbee,2019-04,31
frisbee,2019-05,32
frisbee,2019-06,33
frisbee,2019-07,28
frisbee,2019-08,30
frisbee,2019-09,28
frisbee,2019-10,23
frisbee,2019-11,18
frisbee,2019-12,16
frisbee,2020-01,20
frisbee,2020-02,20
frisbee,2020-03,21
frisbee,2020-04,26
frisbee,2020-05,31
frisbee,2020-06,30
frisbee,2020-07,28
frisbee,2020-08,26
frisbee,2020-09,27
frisbee,2020-10,22
frisbee,2020-11,19
frisbee,2020-12,17
frisbee,2021-01,16
frisbee,2021-02,17
frisbee,2021-03,23
frisbee,2021-04,25
frisbee,2021-05,30
frisbee,2021-06,31
frisbee,2021-07,28
frisbee,2021-08,26
frisbee,2021-09,24
frisbee,2021-10,20
storm chasing,2019-01,11
storm chasing,2019-02,15
storm chasing,2019-03,22
storm chasing,2019-04,28
storm chasing,2019-05,54
storm chasing,2019-06,22
storm chasing,2019-07,15
storm chasing,2019-08,14
storm chasing,2019-09,11
storm chasing,2019-10,7
storm chasing,2019-11,8
storm chasing,2019-12,10
storm chasing,2020-01,15
storm chasing,2020-02,12
storm chasing,2020-03,20
storm chasing,2020-04,28
storm chasing,2020-05,25
storm chasing,2020-06,19
storm chasing,2020-07,10
storm chasing,2020-08,19
storm chasing,2020-09,12
storm chasing,2020-10,13
storm chasing,2020-11,9
storm chasing,2020-12,11
storm chasing,2021-01,10
storm chasing,2021-02,11
storm chasing,2021-03,29
storm chasing,2021-04,19
storm chasing,2021-05,29
storm chasing,2021-06,19
storm chasing,2021-07,13
storm chasing,2021-08,15
storm chasing,2021-09,10
storm chasing,2021-10,18
aquascaping,2019-01,27
aquascaping,2019-02,41
aquascaping,2019-03,30
aquascaping,2019-04,32
aquascaping,2019-05,38
aquascaping,2019-06,36
aquascaping,2019-07,21
aquascaping,2019-08,21
aquascaping,2019-09,28
aquascaping,2019-10,21
aquascaping,2019-11,29
aquascaping,2019-12,34
aquascaping,2020-01,32
aquascaping,2020-02,29
aquascaping,2020-03,27
aquascaping,2020-04,22
aquascaping,2020-05,33
aquascaping,2020-06,30
aquascaping,2020-07,29
aquascaping,2020-08,27
aquascaping,2020-09,28
aquascaping,2020-10,13
aquascaping,2020-11,27
aquascaping,2020-12,21
aquascaping,2021-01,30
aquascaping,2021-02,34
aquascaping,2021-03,22
aquascaping,2021-04,30
aquascaping,2021-05,20
aquascaping,2021-06,17
aquascaping,2021-07,17
aquascaping,2021-08,38
aquascaping,2021-09,23
aquascaping,2021-10,18
video game developing,2019-01,10
video game developing,2019-02,0
video game developing,2019-03,6
video game developing,2019-04,10
video game developing,2019-05,10
video game developing,2019-06,0
video game developing,2019-07,3
video game developing,2019-08,0
video game developing,2019-09,9
video game developing,2019-10,12
video game developing,2019-11,3
video game developing,2019-12,6
video game developing,2020-01,0
video game developing,2020-02,3
video game developing,2020-03,8
video game developing,2020-04,8
video game developing,2020-05,10
video game developing,2020-06,3
video game developing,2020-07,6
video game developing,2020-08,6
video game developing,2020-09,3
video game developing,2020-10,3
video game developing,2020-11,0
video game developing,2020-12,0
video game developing,2021-01,0
video game developing,2021-02,7
video game developing,2021-03,0
video game developing,2021-04,6
video game developing,2021-05,10
video game developing,2021-06,0
video game developing,2021-07,3
video game developing,2021-08,6
video game developing,2021-09,3
video game developing,2021-10,11
rugby league football,2019-01,4
rugby league football,2019-02,11
rugby league football,2019-03,11
rugby league football,2019-04,7
rugby league football,2019-05,9
rugby league football,2019-06,2
rugby league football,2019-07,5
rugby league football,2019-08,7
rugby league football,2019-09,13
rugby league football,2019-10,8
rugby league football,2019-11,8
rugby league football,2019-12,2
rugby league football,2020-01,4
rugby league football,2020-02,10
rugby league football,2020-03,14
rugby league football,2020-04,0
rugby league football,2020-05,0
rugby league football,2020-06,7
rugby league football,2020-07,10
rugby league football,2020-08,8
rugby league football,2020-09,6
rugby league football,2020-10,6
rugby league football,2020-11,4
rugby league football,2020-12,6
rugby league football,2021-01,0
rugby league football,2021-02,5
rugby league football,2021-03,2
rugby league football,2021-04,2
rugby league football,2021-05,9
rugby league football,2021-06,2
rugby league football,2021-07,0
rugby league football,2021-08,7
rugby league football,2021-09,2
rugby league football,2021-10,8
jujitsu,2019-01,17
jujitsu,2019-02,17
jujitsu,2019-03,15
jujitsu,2019-04,16
jujitsu,2019-05,14
jujitsu,2019-06,16
jujitsu,2019-07,13
jujitsu,2019-08,18
jujitsu,2019-09,15
jujitsu,2019-10,14
jujitsu,2019-11,14
jujitsu,2019-12,14
jujitsu,2020-01,17
jujitsu,2020-02,18
jujitsu,2020-03,11
jujitsu,2020-04,8
jujitsu,2020-05,8
jujitsu,2020-06,11
jujitsu,2020-07,13
jujitsu,2020-08,11
jujitsu,2020-09,13
jujitsu,2020-10,16
jujitsu,2020-11,18
jujitsu,2020-12,18
jujitsu,2021-01,24
jujitsu,2021-02,28
jujitsu,2021-03,30
jujitsu,2021-04,32
jujitsu,2021-05,25
jujitsu,2021-06,28
jujitsu,2021-07,27
jujitsu,2021-08,26
jujitsu,2021-09,26
jujitsu,2021-10,24
videography,2019-01,38
videography,2019-02,35
videography,2019-03,36
videography,2019-04,33
videography,2019-05,32
videography,2019-06,33
videography,2019-07,41
videography,2019-08,33
videography,2019-09,32
videography,2019-10,32
videography,2019-11,31
videography,2019-12,25
videography,2020-01,37
videography,2020-02,36
videography,2020-03,30
videography,2020-04,27
videography,2020-05,28
videography,2020-06,29
videography,2020-07,28
videography,2020-08,34
videography,2020-09,35
videography,2020-10,28
videography,2020-11,30
videography,2020-12,25
videography,2021-01,30
videography,2021-02,28
videography,2021-03,36
videography,2021-04,34
videography,2021-05,34
videography,2021-06,28
videography,2021-07,30
videography,2021-08,34
videography,2021-09,35
videography,2021-10,39
stone collecting,2019-01,5
stone collecting,2019-02,11
stone collecting,2019-03,15
stone collecting,2019-04,16
stone collecting,2019-05,0
stone collecting,2019-06,11
stone collecting,2019-07,21
stone collecting,2019-08,10
stone collecting,2019-09,20
stone collecting,2019-10,0
stone collecting,2019-11,5
stone collecting,2019-12,5
stone collecting,2020-01,9
stone collecting,2020-02,14
stone collecting,2020-03,8
stone collecting,2020-04,12
stone collecting,2020-05,4
stone collecting,2020-06,17
stone collecting,2020-07,5
stone collecting,2020-08,13
stone collecting,2020-09,13
stone collecting,2020-10,10
stone collecting,2020-11,5
stone collecting,2020-12,20
stone collecting,2021-01,5
stone collecting,2021-02,16
stone collecting,2021-03,10
stone collecting,2021-04,0
stone collecting,2021-05,5
stone collecting,2021-06,10
stone collecting,2021-07,10
stone collecting,2021-08,26
stone collecting,2021-09,5
stone collecting,2021-10,0
gingerbread house making,2019-01,3
gingerbread house making,2019-02,0
gingerbread house making,2019-03,2
gingerbread house making,2019-04,0
gingerbread house making,2019-05,1
gingerbread house making,2019-06,0
gingerbread house making,2019-07,0
gingerbread house making,2019-08,4
gingerbread house making,2019-09,1
gingerbread house making,2019-10,9
gingerbread house making,2019-11,15
gingerbread house making,2019-12,44
gingerbread house making,2020-01,1
gingerbread house making,2020-02,0
gingerbread house making,2020-03,1
gingerbread house making,2020-04,1
gingerbread house making,2020-05,0
gingerbread house making,2020-06,1
gingerbread house making,2020-07,0
gingerbread house making,2020-08,1
gingerbread house making,2020-09,3
gingerbread house making,2020-10,0
gingerbread house making,2020-11,10
gingerbread house making,2020-12,40
gingerbread house making,2021-01,2
gingerbread house making,2021-02,0
gingerbread house making,2021-03,0
gingerbread house making,2021-04,0
gingerbread house making,2021-05,0
gingerbread house making,2021-06,0
gingerbread house making,2021-07,0
gingerbread house making,2021-08,0
gingerbread house making,2021-09,0
gingerbread house making,2021-10,0
cornhole,2019-01,14
cornhole,2019-02,12
cornhole,2019-03,18
cornhole,2019-04,31
cornhole,2019-05,47
cornhole,2019-06,66
cornhole,2019-07,75
cornhole,2019-08,57
cornhole,2019-09,41
cornhole,2019-10,25
cornhole,2019-11,21
cornhole,2019-12,25
cornhole,2020-01,17
cornhole,2020-02,20
cornhole,2020-03,23
cornhole,2020-04,42
cornhole,2020-05,81
cornhole,2020-06,100
cornhole,2020-07,85
cornhole,2020-08,61
cornhole,2020-09,47
cornhole,2020-10,32
cornhole,2020-11,29
cornhole,2020-12,31
cornhole,2021-01,21
cornhole,2021-02,20
cornhole,2021-03,28
cornhole,2021-04,44
cornhole,2021-05,61
cornhole,2021-06,75
cornhole,2021-07,85
cornhole,2021-08,54
cornhole,2021-09,44
cornhole,2021-10,35
quidditch,2019-01,25
quidditch,2019-02,21
quidditch,2019-03,24
quidditch,2019-04,24
quidditch,2019-05,21
quidditch,2019-06,25
quidditch,2019-07,25
quidditch,2019-08,21
quidditch,2019-09,43
quidditch,2019-10,31
quidditch,2019-11,28
quidditch,2019-12,27
quidditch,2020-01,22
quidditch,2020-02,26
quidditch,2020-03,26
quidditch,2020-04,36
quidditch,2020-05,37
quidditch,2020-06,28
quidditch,2020-07,31
quidditch,2020-08,26
quidditch,2020-09,42
quidditch,2020-10,39
quidditch,2020-11,34
quidditch,2020-12,35
quidditch,2021-01,29
quidditch,2021-02,27
quidditch,2021-03,22
quidditch,2021-04,21
quidditch,2021-05,21
quidditch,2021-06,27
quidditch,2021-07,24
quidditch,2021-08,24
quidditch,2021-09,25
quidditch,2021-10,27
speed skating,2019-01,2
speed skating,2019-02,2
speed skating,2019-03,2
speed skating,2019-04,1
speed skating,2019-05,1
speed skating,2019-06,1
speed skating,2019-07,1
speed skating,2019-08,1
speed skating,2019-09,1
speed skating,2019-10,1
speed skating,2019-11,2
speed skating,2019-12,2
speed skating,2020-01,2
speed skating,2020-02,2
speed skating,2020-03,1
speed skating,2020-04,1
speed skating,2020-05,1
speed skating,2020-06,1
speed skating,2020-07,2
speed skating,2020-08,1
speed skating,2020-09,1
speed skating,2020-10,1
speed skating,2020-11,1
speed skating,2020-12,1
speed skating,2021-01,2
speed skating,2021-02,1
speed skating,2021-03,1
speed skating,2021-04,1
speed skating,2021-05,1
speed skating,2021-06,1
speed skating,2021-07,1
speed skating,2021-08,1
speed skating,2021-09,1
speed skating,2021-10,1
origami,2019-01,24
origami,2019-02,28
origami,2019-03,24
origami,2019-04,26
origami,2019-05,32
origami,2019-06,22
origami,2019-07,20
origami,2019-08,21
origami,2019-09,24
origami,2019-10,25
origami,2019-11,28
origami,2019-12,31
origami,2020-01,25
origami,2020-02,29
origami,2020-03,25
origami,2020-04,29
origami,2020-05,33
origami,2020-06,24
origami,2020-07,48
origami,2020-08,35
origami,2020-09,27
origami,2020-10,22
origami,2020-11,21
origami,2020-12,26
origami,2021-01,20
origami,2021-02,24
origami,2021-03,20
origami,2021-04,20
origami,2021-05,24
origami,2021-06,20
origami,2021-07,19
origami,2021-08,19
origami,2021-09,20
origami,2021-10,24
tai chi,2019-01,30
tai chi,2019-02,27
tai chi,2019-03,29
tai chi,2019-04,29
tai chi,2019-05,26
tai chi,2019-06,30
tai chi,2019-07,28
tai chi,2019-08,27
tai chi,2019-09,25
tai chi,2019-10,25
tai chi,2019-11,25
tai chi,2019-12,22
tai chi,2020-01,28
tai chi,2020-02,27
tai chi,2020-03,23
tai chi,2020-04,23
tai chi,2020-05,21
tai chi,2020-06,21
tai chi,2020-07,24
tai chi,2020-08,22
tai chi,2020-09,25
tai chi,2020-10,20
tai chi,2020-11,18
tai chi,2020-12,36
tai chi,2021-01,22
tai chi,2021-02,20
tai chi,2021-03,18
tai chi,2021-04,19
tai chi,2021-05,23
tai chi,2021-06,24
tai chi,2021-07,23
tai chi,2021-08,22
tai chi,2021-09,23
tai chi,2021-10,22
billiards,2019-01,29
billiards,2019-02,31
billiards,2019-03,30
billiards,2019-04,25
billiards,2019-05,26
billiards,2019-06,27
billiards,2019-07,27
billiards,2019-08,25
billiards,2019-09,23
billiards,2019-10,22
billiards,2019-11,28
billiards,2019-12,28
billiards,2020-01,29
billiards,2020-02,29
billiards,2020-03,21
billiards,2020-04,12
billiards,2020-05,15
billiards,2020-06,21
billiards,2020-07,19
billiards,2020-08,18
billiards,2020-09,18
billiards,2020-10,21
billiards,2020-11,19
billiards,2020-12,20
billiards,2021-01,23
billiards,2021-02,25
billiards,2021-03,26
billiards,2021-04,24
billiards,2021-05,27
billiards,2021-06,26
billiards,2021-07,28
billiards,2021-08,23
billiards,2021-09,24
billiards,2021-10,27
race walking,2019-01,6
race walking,2019-02,6
race walking,2019-03,8
race walking,2019-04,8
race walking,2019-05,6
race walking,2019-06,6
race walking,2019-07,6
race walking,2019-08,7
race walking,2019-09,7
race walking,2019-10,10
race walking,2019-11,9
race walking,2019-12,4
race walking,2020-01,5
race walking,2020-02,4
race walking,2020-03,7
race walking,2020-04,8
race walking,2020-05,7
race walking,2020-06,7
race walking,2020-07,6
race walking,2020-08,5
race walking,2020-09,7
race walking,2020-10,7
race walking,2020-11,3
race walking,2020-12,4
race walking,2021-01,7
race walking,2021-02,5
race walking,2021-03,7
race walking,2021-04,6
race walking,2021-05,6
race walking,2021-06,10
race walking,2021-07,12
race walking,2021-08,71
race walking,2021-09,6
race walking,2021-10,11
kite flying,2019-01,25
kite flying,2019-02,29
kite flying,2019-03,37
kite flying,2019-04,42
kite flying,2019-05,37
kite flying,2019-06,21
kite flying,2019-07,16
kite flying,2019-08,13
kite flying,2019-09,23
kite flying,2019-10,28
kite flying,2019-11,15
kite flying,2019-12,22
kite flying,2020-01,27
kite flying,2020-02,29
kite flying,2020-03,31
kite flying,2020-04,34
kite flying,2020-05,44
kite flying,2020-06,19
kite flying,2020-07,28
kite flying,2020-08,27
kite flying,2020-09,27
kite flying,2020-10,23
kite flying,2020-11,20
kite flying,2020-12,12
kite flying,2021-01,23
kite flying,2021-02,29
kite flying,2021-03,40
kite flying,2021-04,34
kite flying,2021-05,29
kite flying,2021-06,27
kite flying,2021-07,23
kite flying,2021-08,19
kite flying,2021-09,16
kite flying,2021-10,9
vacation,2019-01,54
vacation,2019-02,50
vacation,2019-03,49
vacation,2019-04,45
vacation,2019-05,47
vacation,2019-06,55
vacation,2019-07,56
vacation,2019-08,44
vacation,2019-09,39
vacation,2019-10,36
vacation,2019-11,42
vacation,2019-12,60
vacation,2020-01,55
vacation,2020-02,50
vacation,2020-03,35
vacation,2020-04,25
vacation,2020-05,41
vacation,2020-06,54
vacation,2020-07,49
vacation,2020-08,44
vacation,2020-09,35
vacation,2020-10,34
vacation,2020-11,37
vacation,2020-12,55
vacation,2021-01,43
vacation,2021-02,46
vacation,2021-03,54
vacation,2021-04,54
vacation,2021-05,58
vacation,2021-06,63
vacation,2021-07,59
vacation,2021-08,50
vacation,2021-09,43
vacation,2021-10,39
breakdancing,2019-01,4
breakdancing,2019-02,8
breakdancing,2019-03,7
breakdancing,2019-04,5
breakdancing,2019-05,6
breakdancing,2019-06,6
breakdancing,2019-07,5
breakdancing,2019-08,4
breakdancing,2019-09,5
breakdancing,2019-10,5
breakdancing,2019-11,5
breakdancing,2019-12,3
breakdancing,2020-01,7
breakdancing,2020-02,6
breakdancing,2020-03,5
breakdancing,2020-04,4
breakdancing,2020-05,5
breakdancing,2020-06,5
breakdancing,2020-07,5
breakdancing,2020-08,4
breakdancing,2020-09,5
breakdancing,2020-10,5
breakdancing,2020-11,4
breakdancing,2020-12,19
breakdancing,2021-01,6
breakdancing,2021-02,7
breakdancing,2021-03,4
breakdancing,2021-04,4
breakdancing,2021-05,3
breakdancing,2021-06,5
breakdancing,2021-07,10
breakdancing,2021-08,9
breakdancing,2021-09,3
breakdancing,2021-10,4
marbles,2019-01,30
marbles,2019-02,34
marbles,2019-03,35
marbles,2019-04,30
marbles,2019-05,33
marbles,2019-06,26
marbles,2019-07,28
marbles,2019-08,30
marbles,2019-09,28
marbles,2019-10,28
marbles,2019-11,27
marbles,2019-12,25
marbles,2020-01,28
marbles,2020-02,30
marbles,2020-03,28
marbles,2020-04,27
marbles,2020-05,29
marbles,2020-06,79
marbles,2020-07,33
marbles,2020-08,26
marbles,2020-09,28
marbles,2020-10,25
marbles,2020-11,24
marbles,2020-12,24
marbles,2021-01,25
marbles,2021-02,23
marbles,2021-03,26
marbles,2021-04,28
marbles,2021-05,27
marbles,2021-06,23
marbles,2021-07,19
marbles,2021-08,20
marbles,2021-09,21
marbles,2021-10,27
tennis,2019-01,47
tennis,2019-02,39
tennis,2019-03,50
tennis,2019-04,46
tennis,2019-05,48
tennis,2019-06,50
tennis,2019-07,65
tennis,2019-08,76
tennis,2019-09,81
tennis,2019-10,38
tennis,2019-11,33
tennis,2019-12,31
tennis,2020-01,48
tennis,2020-02,43
tennis,2020-03,30
tennis,2020-04,24
tennis,2020-05,33
tennis,2020-06,38
tennis,2020-07,39
tennis,2020-08,44
tennis,2020-09,72
tennis,2020-10,41
tennis,2020-11,33
tennis,2020-12,29
tennis,2021-01,30
tennis,2021-02,49
tennis,2021-03,43
tennis,2021-04,49
tennis,2021-05,52
tennis,2021-06,61
tennis,2021-07,64
tennis,2021-08,57
tennis,2021-09,96
tennis,2021-10,44
fishkeeping,2019-01,4
fishkeeping,2019-02,5
fishkeeping,2019-03,0
fishkeeping,2019-04,0
fishkeeping,2019-05,0
fishkeeping,2019-06,5
fishkeeping,2019-07,9
fishkeeping,2019-08,4
fishkeeping,2019-09,4
fishkeeping,2019-10,0
fishkeeping,2019-11,4
fishkeeping,2019-12,8
fishkeeping,2020-01,4
fishkeeping,2020-02,8
fishkeeping,2020-03,14
fishkeeping,2020-04,4
fishkeeping,2020-05,7
fishkeeping,2020-06,0
fishkeeping,2020-07,8
fishkeeping,2020-08,4
fishkeeping,2020-09,4
fishkeeping,2020-10,12
fishkeeping,2020-11,12
fishkeeping,2020-12,0
fishkeeping,2021-01,12
fishkeeping,2021-02,9
fishkeeping,2021-03,0
fishkeeping,2021-04,4
fishkeeping,2021-05,13
fishkeeping,2021-06,9
fishkeeping,2021-07,9
fishkeeping,2021-08,4
fishkeeping,2021-09,0
fishkeeping,2021-10,0
plastic art,2019-01,42
plastic art,2019-02,43
plastic art,2019-03,34
plastic art,2019-04,44
plastic art,2019-05,41
plastic art,2019-06,35
plastic art,2019-07,26
plastic art,2019-08,29
plastic art,2019-09,30
plastic art,2019-10,36
plastic art,2019-11,28
plastic art,2019-12,28
plastic art,2020-01,29
plastic art,2020-02,31
plastic art,2020-03,36
plastic art,2020-04,41
plastic art,2020-05,31
plastic art,2020-06,24
plastic art,2020-07,35
plastic art,2020-08,35
plastic art,2020-09,35
plastic art,2020-10,30
plastic art,2020-11,25
plastic art,2020-12,32
plastic art,2021-01,28
plastic art,2021-02,22
plastic art,2021-03,24
plastic art,2021-04,26
plastic art,2021-05,36
plastic art,2021-06,28
plastic art,2021-07,33
plastic art,2021-08,22
plastic art,2021-09,34
plastic art,2021-10,26
pyrography,2019-01,37
pyrography,2019-02,43
pyrography,2019-03,25
pyrography,2019-04,22
pyrography,2019-05,28
pyrography,2019-06,31
pyrography,2019-07,24
pyrography,2019-08,30
pyrography,2019-09,24
pyrography,2019-10,33
pyrography,2019-11,60
pyrography,2019-12,54
pyrography,2020-01,49
pyrography,2020-02,35
pyrography,2020-03,34
pyrography,2020-04,44
pyrography,2020-05,44
pyrography,2020-06,38
pyrography,2020-07,34
pyrography,2020-08,40
pyrography,2020-09,32
pyrography,2020-10,33
pyrography,2020-11,32
pyrography,2020-12,69
pyrography,2021-01,41
pyrography,2021-02,41
pyrography,2021-03,37
pyrography,2021-04,15
pyrography,2021-05,22
pyrography,2021-06,21
pyrography,2021-07,23
pyrography,2021-08,25
pyrography,2021-09,24
pyrography,2021-10,24
poker,2019-01,15
poker,2019-02,14
poker,2019-03,14
poker,2019-04,12
poker,2019-05,13
poker,2019-06,15
poker,2019-07,20
poker,2019-08,14
poker,2019-09,12
poker,2019-10,13
poker,2019-11,13
poker,2019-12,15
poker,2020-01,16
poker,2020-02,14
poker,2020-03,16
poker,2020-04,19
poker,2020-05,16
poker,2020-06,14
poker,2020-07,26
poker,2020-08,15
poker,2020-09,13
poker,2020-10,13
poker,2020-11,13
poker,2020-12,16
poker,2021-01,16
poker,2021-02,18
poker,2021-03,16
poker,2021-04,14
poker,2021-05,15
poker,2021-06,15
poker,2021-07,16
poker,2021-08,15
poker,2021-09,14
poker,2021-10,15
cryptography,2019-01,19
cryptography,2019-02,22
cryptography,2019-03,21
cryptography,2019-04,20
cryptography,2019-05,20
cryptography,2019-06,15
cryptography,2019-07,14
cryptography,2019-08,16
cryptography,2019-09,21
cryptography,2019-10,22
cryptography,2019-11,20
cryptography,2019-12,14
cryptography,2020-01,19
cryptography,2020-02,16
cryptography,2020-03,15
cryptography,2020-04,18
cryptography,2020-05,15
cryptography,2020-06,12
cryptography,2020-07,15
cryptography,2020-08,14
cryptography,2020-09,17
cryptography,2020-10,17
cryptography,2020-11,12
cryptography,2020-12,14
cryptography,2021-01,13
cryptography,2021-02,19
cryptography,2021-03,15
cryptography,2021-04,18
cryptography,2021-05,16
cryptography,2021-06,14
cryptography,2021-07,13
cryptography,2021-08,14
cryptography,2021-09,19
cryptography,2021-10,15
writing music,2019-01,32
writing music,2019-02,38
writing music,2019-03,35
writing music,2019-04,30
writing music,2019-05,30
writing music,2019-06,20
writing music,2019-07,19
writing music,2019-08,30
writing music,2019-09,42
writing music,2019-10,40
writing music,2019-11,38
writing music,2019-12,29
writing music,2020-01,32
writing music,2020-02,36
writing music,2020-03,30
writing music,2020-04,37
writing music,2020-05,30
writing music,2020-06,22
writing music,2020-07,22
writing music,2020-08,34
writing music,2020-09,40
writing music,2020-10,32
writing music,2020-11,29
writing music,2020-12,23
writing music,2021-01,22
writing music,2021-02,25
writing music,2021-03,25
writing music,2021-04,23
writing music,2021-05,19
writing music,2021-06,17
writing music,2021-07,14
writing music,2021-08,17
writing music,2021-09,25
writing music,2021-10,26
wine tasting,2019-01,65
wine tasting,2019-02,68
wine tasting,2019-03,72
wine tasting,2019-04,68
wine tasting,2019-05,70
wine tasting,2019-06,79
wine tasting,2019-07,77
wine tasting,2019-08,76
wine tasting,2019-09,71
wine tasting,2019-10,67
wine tasting,2019-11,62
wine tasting,2019-12,61
wine tasting,2020-01,65
wine tasting,2020-02,70
wine tasting,2020-03,38
wine tasting,2020-04,26
wine tasting,2020-05,35
wine tasting,2020-06,51
wine tasting,2020-07,54
wine tasting,2020-08,67
wine tasting,2020-09,64
wine tasting,2020-10,69
wine tasting,2020-11,54
